"ZIP","NAME","Total","White","Black","Asian","Latinx","Other","White_key","Black_key","Asian_key","Latinx_key","Other_key","Population","Cases","Rate","Population_key","Cases_key","Rate_key"
"95497","Sonoma",1161,83.8931955211025,0,0.775193798449612,15.3316106804479,0,"83.89%","0%","0.78%","15.33%","0%",-1,0,0,"No Data","0","0"
"94404","San Mateo",36905,38.9920065031839,2.3330172063406,46.1238314591519,7.95014225714673,4.60100257417694,"38.99%","2.33%","46.12%","7.95%","4.6%",-1,-1,-1,"No Data","No Data","No Data"
"94710","Alameda",7461,45.83835946924,16.1640530759952,8.29647500335076,21.1901889827101,8.51092346870393,"45.84%","16.16%","8.3%","21.19%","8.51%",8458,270,3192.24402932," 8,458","270","3192"
"94580","Alameda",29942,21.6852581657872,5.3035869347405,27.0856990181017,41.8241934406519,4.10126244071872,"21.69%","5.3%","27.09%","41.82%","4.1%",30055,559,1859.92347363,"30,055","559","1860"
"95035","Santa Clara",77562,11.0053892369975,2.98986617157887,66.7349990974962,14.9338593641216,4.33588612980583,"11.01%","2.99%","66.73%","14.93%","4.34%",77562,813,1048,"77,562","813","1048"
"94131","San Francisco",29902,57.457695137449,4.33081399237509,18.5539428800749,13.0593271353087,6.59822085479232,"57.46%","4.33%","18.55%","13.06%","6.6%",29902,230,769.17931910909,"29,902","230","769"
"94708","Contra Costa",11455,76.3509384548232,2.77608031427324,11.7241379310345,4.98472282845919,4.16412047140986,"76.35%","2.78%","11.72%","4.98%","4.16%",9131,34,372.35790165," 9,131","34","372"
"94526","Contra Costa",32539,79.5722056608992,0.817480561787394,10.7255908294662,5.73465687329051,3.15006607455669,"79.57%","0.82%","10.73%","5.73%","3.15%",-1,-1,-1,"No Data","No Data","No Data"
"94040","Santa Clara",35845,41.7687264611522,1.38094573859674,36.0189705677221,16.7498953828986,4.08146184963035,"41.77%","1.38%","36.02%","16.75%","4.08%",35845,363,1013,"35,845","363","1013"
"95409","Sonoma",27312,75.1574399531342,1.06912712360867,4.55477445811365,15.2350615114236,3.98359695371998,"75.16%","1.07%","4.55%","15.24%","3.98%",27283,49,179.6,"27,283","49","180"
"94118","San Francisco",41468,52.8865631330182,1.96537088839587,32.3960644352272,7.08256969229285,5.66943185106588,"52.89%","1.97%","32.4%","7.08%","5.67%",41468,318,766.856371177776,"41,468","318","767"
"94518","Contra Costa",28428,53.8412832418742,3.56690586745462,10.1625158294639,26.6955114675672,5.73378359364007,"53.84%","3.57%","10.16%","26.7%","5.73%",-1,-1,-1,"No Data","No Data","No Data"
"94087","Santa Clara",57219,37.3372481168843,1.0241353396599,49.5552176724515,7.65479997902795,4.42859889197644,"37.34%","1.02%","49.56%","7.65%","4.43%",57219,280,489,"57,219","280","489"
"94605","Alameda",43112,17.5357209129709,43.5076080905548,6.38105399888662,24.181202449434,8.39441454815365,"17.54%","43.51%","6.38%","24.18%","8.39%",42945,925,2153.91780184,"42,945","925","2154"
"95051","Santa Clara",58123,30.7675102799236,2.08523304027666,47.0571030401046,15.553223336717,4.53693030297817,"30.77%","2.09%","47.06%","15.55%","4.54%",58123,529,910,"58,123","529","910"
"94523","Contra Costa",35096,64.3150216548894,1.78937770686118,13.5143606108958,13.756553453385,6.62468657396854,"64.32%","1.79%","13.51%","13.76%","6.62%",-1,-1,-1,"No Data","No Data","No Data"
"94043","Santa Clara",31488,45.9095528455285,3.00749491869919,27.7248475609756,17.2923018292683,6.06580284552846,"45.91%","3.01%","27.72%","17.29%","6.07%",31488,264,838,"31,488","264","838"
"94555","Alameda",38388,14.6790663749088,3.03480254246119,69.2898822548713,8.5573616755236,4.43888715223507,"14.68%","3.03%","69.29%","8.56%","4.44%",38582,231,598.72479395,"38,582","231","599"
"94063","San Mateo",34503,19.1925339825522,2.25197808886184,8.01089760310698,67.2434281077008,3.30116221777816,"19.19%","2.25%","8.01%","67.24%","3.3%",-1,-1,-1,"No Data","No Data","No Data"
"95148","Santa Clara",48854,9.19679043681172,2.9741679289311,59.4649363409342,25.8750562901707,2.48904900315225,"9.2%","2.97%","59.46%","25.88%","2.49%",48854,761,1558,"48,854","761","1558"
"94618","Alameda",17041,68.552315004988,3.33900592688222,12.6283668798779,8.40913091954697,7.07118126870489,"68.55%","3.34%","12.63%","8.41%","7.07%",15947,60,376.24631592,"15,947","60","376"
"94559","Napa",27523,53.2500090833121,1.01006430984994,2.27809468444574,40.0719398321404,3.38989209025179,"53.25%","1.01%","2.28%","40.07%","3.39%",-1,-1,-1,"No Data","No Data","No Data"
"94901","Marin",42482,52.2315333553034,1.99613954145285,4.85852831787581,37.8819264629726,3.03187232239537,"52.23%","2%","4.86%","37.88%","3.03%",-1,-1,-1,"No Data","No Data","No Data"
"94611","Alameda",39384,63.878732480195,6.31220800325005,15.1635181799716,6.8149502335974,7.83059110298598,"63.88%","6.31%","15.16%","6.81%","7.83%",37425,288,769.53907816,"37,425","288","770"
"94305","Santa Clara",15730,47.1392244119517,3.3502860775588,27.4253019707565,14.596312778131,7.48887476160203,"47.14%","3.35%","27.43%","14.6%","7.49%",15730,43,273,"15,730","43","273"
"94020","San Mateo",1334,94.6776611694153,0.0749625187406297,0.899550224887556,1.87406296851574,2.47376311844078,"94.68%","0.07%","0.9%","1.87%","2.47%",-1,-1,-1,"No Data","No Data","No Data"
"94960","Marin",15725,86.7090620031797,0.820349761526232,3.94912559618442,6.23847376788553,2.28298887122417,"86.71%","0.82%","3.95%","6.24%","2.28%",-1,-1,-1,"No Data","No Data","No Data"
"95462","Sonoma",1265,90.4347826086957,0,1.42292490118577,5.29644268774704,2.84584980237154,"90.43%","0%","1.42%","5.3%","2.85%",-1,-1,76.4,"No Data","No Data","76"
"94609","Alameda",22811,44.7722589978519,23.3089299022401,11.1963526368857,12.5684976546403,8.15396080838192,"44.77%","23.31%","11.2%","12.57%","8.15%",23421,305,1302.25011742,"23,421","305","1302"
"95134","Santa Clara",27224,24.2616808698207,3.62547751983544,54.1323831913018,14.843520423156,3.13693799588598,"24.26%","3.63%","54.13%","14.84%","3.14%",27224,252,926,"27,224","252","926"
"94530","Contra Costa",25754,47.9537159276229,5.2690844140716,27.405451580337,11.5011260386736,7.87062203929487,"47.95%","5.27%","27.41%","11.5%","7.87%",-1,-1,-1,"No Data","No Data","No Data"
"94112","San Francisco",85166,15.1703731536059,3.07986755277928,51.0215344151422,27.465185637461,3.26303924101167,"15.17%","3.08%","51.02%","27.47%","3.26%",85166,2138,2510.39147077472,"85,166","2138","2510"
"95405","Sonoma",21448,75.0512868332712,1.20757180156658,4.81163744871317,14.2297650130548,4.69973890339426,"75.05%","1.21%","4.81%","14.23%","4.7%",21674,51,235.3,"21,674","51","235"
"94578","Alameda",41059,15.6628266640688,18.972697825081,25.5559073528337,35.765605591953,4.04296256606347,"15.66%","18.97%","25.56%","35.77%","4.04%",41044,892,2173.27745834,"41,044","892","2173"
"94946","Marin",694,77.3775216138329,1.29682997118156,1.5850144092219,19.7406340057637,0,"77.38%","1.3%","1.59%","19.74%","0%",-1,-1,-1,"No Data","No Data","No Data"
"95136","Santa Clara",47599,32.3284102607198,4.96649089266581,28.340931532175,28.525809365743,5.8383579486964,"32.33%","4.97%","28.34%","28.53%","5.84%",47599,891,1872,"47,599","891","1872"
"94587","Alameda",74601,14.6834492835217,4.90878138362757,54.3826490261525,20.5627270411925,5.46239326550582,"14.68%","4.91%","54.38%","20.56%","5.46%",72559,1099,1514.62947395,"72,559","1099","1515"
"94939","Marin",7108,85.4108047270681,0.309510410804727,3.81260551491277,5.74001125492403,4.72706809229038,"85.41%","0.31%","3.81%","5.74%","4.73%",-1,-1,-1,"No Data","No Data","No Data"
"94539","Alameda",52802,15.5429718571266,1.21775690314761,74.548312563918,4.02257490246582,4.66838377334192,"15.54%","1.22%","74.55%","4.02%","4.67%",55093,249,451.96304431,"55,093","249","452"
"94599","Napa",3078,80.4093567251462,2.56660168940871,2.01429499675114,12.4756335282651,2.53411306042885,"80.41%","2.57%","2.01%","12.48%","2.53%",-1,-1,-1,"No Data","No Data","No Data"
"94510","Solano",28262,63.6189937017904,5.70023352912037,10.9511004175218,13.1873186610997,6.54235369046777,"63.62%","5.7%","10.95%","13.19%","6.54%",-1,-1,-1,"No Data","No Data","No Data"
"94511","Contra Costa",2010,71.044776119403,2.43781094527363,0,25.5721393034826,0.945273631840796,"71.04%","2.44%","0%","25.57%","0.95%",-1,-1,-1,"No Data","No Data","No Data"
"94945","Marin",19035,68.7995797215655,1.06645652744944,5.43735224586288,20.073548726031,4.62306277909115,"68.8%","1.07%","5.44%","20.07%","4.62%",-1,-1,-1,"No Data","No Data","No Data"
"94924","Marin",1134,85.626102292769,0,3.96825396825397,2.11640211640212,8.28924162257496,"85.63%","0%","3.97%","2.12%","8.29%",-1,-1,-1,"No Data","No Data","No Data"
"94542","Alameda",14217,31.2794541745797,11.6269255117113,22.9443623830625,26.3628050924949,7.78645283815151,"31.28%","11.63%","22.94%","26.36%","7.79%",14094,206,1461.61487158,"14,094","206","1462"
"94930","Marin",8678,83.1873703618345,0.311131597142199,4.44802949988477,7.2597372666513,4.79373127448721,"83.19%","0.31%","4.45%","7.26%","4.79%",-1,-1,-1,"No Data","No Data","No Data"
"94129","San Francisco",3994,73.5353029544316,1.05157736604907,7.38607911867802,13.6454682023035,4.38157235853781,"73.54%","1.05%","7.39%","13.65%","4.38%",3994,47,1176.76514772158," 3,994","47","1177"
"95687","Solano",68069,49.6922240667558,11.3899131763358,7.44391720166302,23.708295993771,7.76564956147439,"49.69%","11.39%","7.44%","23.71%","7.77%",-1,-1,-1,"No Data","No Data","No Data"
"95131","Santa Clara",31170,10.837343599615,2.49278152069297,68.5017645171639,15.3320500481232,2.83606031440488,"10.84%","2.49%","68.5%","15.33%","2.84%",31170,344,1104,"31,170","344","1104"
"95014","Santa Clara",62430,24.9479416946981,0.898606439211917,67.4419349671632,3.74659618773026,2.96492071119654,"24.95%","0.9%","67.44%","3.75%","2.96%",62430,200,320,"62,430","200","320"
"95132","Santa Clara",41844,14.5110410094637,1.66332090622311,64.3580919606156,15.9067010802027,3.56084504349489,"14.51%","1.66%","64.36%","15.91%","3.56%",41844,472,1128,"41,844","472","1128"
"94582","Contra Costa",42059,28.7500891604651,2.84124681994341,57.6095484914049,4.72193822962981,6.07717729855679,"28.75%","2.84%","57.61%","4.72%","6.08%",-1,-1,-1,"No Data","No Data","No Data"
"94964","Marin",3418,20.1872440023406,24.3709771796372,7.05090696313634,36.7173785839672,11.6734932709187,"20.19%","24.37%","7.05%","36.72%","11.67%",-1,-1,-1,"No Data","No Data","No Data"
"94591","Solano",55334,26.8822062384791,15.4895724147902,29.9381935157408,20.101565041385,7.58846278960494,"26.88%","15.49%","29.94%","20.1%","7.59%",-1,-1,-1,"No Data","No Data","No Data"
"94583","Contra Costa",35102,50.4187795567204,1.95145575750669,31.0324198051393,10.3555352971341,6.24180958349952,"50.42%","1.95%","31.03%","10.36%","6.24%",-1,-1,-1,"No Data","No Data","No Data"
"94603","Alameda",34593,4.0123724452924,28.7630445465846,5.3970456450727,57.7660220275778,4.06151533547249,"4.01%","28.76%","5.4%","57.77%","4.06%",32296,1645,5093.5100322,"32,296","1645","5094"
"95050","Santa Clara",39452,41.8331136571023,3.67788705262091,24.470242319781,24.5133326574065,5.50542431308932,"41.83%","3.68%","24.47%","24.51%","5.51%",39452,580,1470,"39,452","580","1470"
"94929","Marin",219,83.1050228310502,0,0,16.8949771689498,0,"83.11%","0%","0%","16.89%","0%",-1,-1,-1,"No Data","No Data","No Data"
"94565","Contra Costa",96081,18.1669632913896,14.9935991507166,13.433457187165,46.7730352515065,6.63294511922232,"18.17%","14.99%","13.43%","46.77%","6.63%",-1,-1,-1,"No Data","No Data","No Data"
"95412","Sonoma",402,61.9402985074627,0,1.49253731343284,15.6716417910448,20.8955223880597,"61.94%","0%","1.49%","15.67%","20.9%",-1,0,0,"No Data","0","0"
"95138","Santa Clara",20766,24.5834537224309,2.8026581912742,50.0770490224405,19.1948377154965,3.34200134835789,"24.58%","2.8%","50.08%","19.19%","3.34%",20766,268,1291,"20,766","268","1291"
"94509","Contra Costa",66933,31.4254553060523,17.070802145429,7.22214752065498,38.9165284687673,5.36506655909641,"31.43%","17.07%","7.22%","38.92%","5.37%",-1,-1,-1,"No Data","No Data","No Data"
"95620","Solano",21854,47.91342545987,2.08199871877002,3.89402397730393,41.2189988102864,4.89155303376956,"47.91%","2.08%","3.89%","41.22%","4.89%",-1,-1,-1,"No Data","No Data","No Data"
"94546","Alameda",44272,50.1535959522949,5.80502349114565,21.5237621973256,16.4166967835201,6.10092157571377,"50.15%","5.81%","21.52%","16.42%","6.1%",44888,541,1205.22188558,"44,888","541","1205"
"94547","Contra Costa",25343,17.9063252180089,14.9469281458391,45.8351418537663,14.8995777926844,6.4120269897013,"17.91%","14.95%","45.84%","14.9%","6.41%",-1,-1,-1,"No Data","No Data","No Data"
"94556","Contra Costa",16368,70.7478005865103,0.696480938416422,16.2512218963832,6.20723362658847,6.09726295210166,"70.75%","0.7%","16.25%","6.21%","6.1%",-1,-1,-1,"No Data","No Data","No Data"
"94060","San Mateo",1081,65.4949121184089,0,1.38760407030527,20.4440333024977,12.6734505087882,"65.49%","0%","1.39%","20.44%","12.67%",-1,-1,-1,"No Data","No Data","No Data"
"95688","Solano",37227,56.9532865930642,5.07158782604024,6.72092835844951,25.6399924785774,5.6142047438687,"56.95%","5.07%","6.72%","25.64%","5.61%",-1,-1,-1,"No Data","No Data","No Data"
"94074","San Mateo",197,36.5482233502538,0,0,27.4111675126904,36.0406091370558,"36.55%","0%","0%","27.41%","36.04%",-1,-1,-1,"No Data","No Data","No Data"
"94545","Alameda",32525,14.4965411222137,7.63720215219062,38.5119139123751,29.9615680245965,9.39277478862413,"14.5%","7.64%","38.51%","29.96%","9.39%",32533,664,2041.00451849,"32,533","664","2041"
"94520","Contra Costa",38568,29.5452188342668,4.94710640945862,12.1888612321095,48.2939224227339,5.02489110143124,"29.55%","4.95%","12.19%","48.29%","5.02%",-1,-1,-1,"No Data","No Data","No Data"
"94531","Contra Costa",43788,25.1644286105782,24.0865077190098,15.6481227733626,25.4681647940075,9.63277610304193,"25.16%","24.09%","15.65%","25.47%","9.63%",-1,-1,-1,"No Data","No Data","No Data"
"94304","Santa Clara",3902,64.1209636084059,2.74218349564326,23.0138390568939,6.71450538185546,3.40850845720144,"64.12%","2.74%","23.01%","6.71%","3.41%",3902,31,794," 3,902","31","794"
"94022","Santa Clara",19378,61.3479203220147,0.572814531943441,29.9927753122097,3.28207245329755,4.80441738053463,"61.35%","0.57%","29.99%","3.28%","4.8%",19378,129,666,"19,378","129","666"
"94024","Santa Clara",23961,60.1310462835441,0.242060014189725,28.9470389382747,5.36705479737907,5.31279996661241,"60.13%","0.24%","28.95%","5.37%","5.31%",23961,107,447,"23,961","107","447"
"94505","Contra Costa",16251,66.4451418374254,4.96584825549197,5.90117531228847,17.8512091563596,4.83662543843456,"66.45%","4.97%","5.9%","17.85%","4.84%",0,0,0,"     0","0","0"
"94506","Contra Costa",25258,63.1443503048539,1.40945443027952,23.5093831657297,7.44714545886452,4.48966664027239,"63.14%","1.41%","23.51%","7.45%","4.49%",-1,-1,-1,"No Data","No Data","No Data"
"94306","Santa Clara",27549,51.0980434861519,1.57537478674362,35.5911285346111,6.71893716650332,5.01651602599005,"51.1%","1.58%","35.59%","6.72%","5.02%",27549,153,555,"27,549","153","555"
"94402","San Mateo",25764,57.3823940381928,1.41282409563732,22.0307405682347,13.9846297158826,5.18941158205248,"57.38%","1.41%","22.03%","13.98%","5.19%",-1,-1,-1,"No Data","No Data","No Data"
"94028","San Mateo",6868,81.1444379732091,0.203843913803145,7.22189866045428,6.71228887594642,4.71753057658707,"81.14%","0.2%","7.22%","6.71%","4.72%",-1,-1,-1,"No Data","No Data","No Data"
"94037","San Mateo",2692,84.5468053491828,0,1.2258543833581,7.31797919762259,6.90936106983655,"84.55%","0%","1.23%","7.32%","6.91%",-1,-1,-1,"No Data","No Data","No Data"
"94044","San Mateo",39065,53.0986816843722,1.86100089594266,19.6749008063484,18.9223089722258,6.44310764111097,"53.1%","1.86%","19.67%","18.92%","6.44%",-1,-1,-1,"No Data","No Data","No Data"
"94116","San Francisco",47823,31.8256905673003,2.08477092612341,52.2928298099241,8.38717771783451,5.40953097881772,"31.83%","2.08%","52.29%","8.39%","5.41%",47823,254,531.12519080777,"47,823","254","531"
"94121","San Francisco",43795,41.0160977280512,1.86550976138829,44.6146820413289,6.03036876355748,6.47334170567416,"41.02%","1.87%","44.61%","6.03%","6.47%",43795,288,657.609316131979,"43,795","288","658"
"94514","Contra Costa",1461,58.7953456536619,2.25872689938398,1.50581793292266,35.3867214236824,2.05338809034908,"58.8%","2.26%","1.51%","35.39%","2.05%",0,0,0,"     0","0","0"
"94517","Contra Costa",13476,73.6568714752152,2.24844167408727,6.31493024636391,10.7672899970318,7.01246660730187,"73.66%","2.25%","6.31%","10.77%","7.01%",-1,-1,-1,"No Data","No Data","No Data"
"94533","Solano",75635,25.4181265287235,16.2160375487539,14.7907714682356,36.2900773451444,7.28498710914259,"25.42%","16.22%","14.79%","36.29%","7.28%",-1,-1,-1,"No Data","No Data","No Data"
"94536","Alameda",73855,28.3284814839889,3.39990521968722,46.5723376887144,16.5296865479656,5.1695890596439,"28.33%","3.4%","46.57%","16.53%","5.17%",73121,771,1054.41665185,"73,121","771","1054"
"94005","San Mateo",4692,43.8832054560955,6.01023017902813,27.7067348678602,18.8405797101449,3.55924978687127,"43.88%","6.01%","27.71%","18.84%","3.56%",-1,-1,-1,"No Data","No Data","No Data"
"94010","San Mateo",42730,56.0800374444184,1.37608237772057,26.7282939386848,10.0257430376784,5.78984320149778,"56.08%","1.38%","26.73%","10.03%","5.79%",-1,-1,-1,"No Data","No Data","No Data"
"94014","San Mateo",49515,9.38705442795113,2.93446430374634,51.3440371604564,33.0505907300818,3.28385337776431,"9.39%","2.93%","51.34%","33.05%","3.28%",-1,-1,-1,"No Data","No Data","No Data"
"94021","San Mateo",436,63.5321100917431,0,0,36.4678899082569,0,"63.53%","0%","0%","36.47%","0%",-1,-1,-1,"No Data","No Data","No Data"
"94501","Alameda",63843,44.2632708362702,7.79568629293736,27.7759503782717,12.5980921949157,7.56700029760506,"44.26%","7.8%","27.78%","12.6%","7.57%",63522,524,824.91105444,"63,522","524","825"
"94065","San Mateo",12579,40.527863900151,1.99538914063121,41.251291835599,9.16607043485174,7.05938468876699,"40.53%","2%","41.25%","9.17%","7.06%",-1,-1,-1,"No Data","No Data","No Data"
"94070","San Mateo",31049,68.8202518599633,0.518535218525556,15.7106509066315,8.55422074785017,6.39634126702953,"68.82%","0.52%","15.71%","8.55%","6.4%",-1,-1,-1,"No Data","No Data","No Data"
"94107","San Francisco",29689,48.7116440432483,5.0523763009869,30.0279564821988,11.1893293812523,5.01869379231365,"48.71%","5.05%","30.03%","11.19%","5.02%",29689,472,1589.81440937721,"29,689","472","1590"
"94109","San Francisco",56677,54.1136616264093,4.43742611641407,26.6316142350513,10.7380418864795,4.07925613564585,"54.11%","4.44%","26.63%","10.74%","4.08%",56677,858,1513.84159359176,"56,677","858","1514"
